lat,long,Id,LotArea,balcony,loggia,veranda,kitchen,numberOfFloors,floor,numberOfRooms,numberOfBedrooms,ceilingHeight,numberOfBathrooms,SalePrice
41.7220925,44.78086889999999,270915,80,0,0,0,0,12,5,2,1,0,3,98000
41.7025581,44.7715719,270914,117,0,0,0,0,10,8,4,3,0,2,144000
41.6862697,44.8291352,270911,148,0,0,0,0,10,2,3,2,0,1,145000
41.68872510000001,44.8088792,270905,33,0,0,0,0,1,1,2,1,0,1,85000
41.7252445,44.7562645,270903,125,0,0,0,0,9,5,3,2,0,1,115000
41.7220925,44.78086889999999,270871,80,0,0,0,0,18,18,3,2,0,1,110000
41.7344573,44.7227317,270865,112,0,0,0,0,9,9,4,3,0,1,75000
41.7247154,44.7110469,270864,69,0,0,0,0,25,17,3,2,0,1,87000
41.7030093,44.7829461,270846,82,0,0,0,0,8,5,3,2,0,1,125000
41.7243643,44.7657172,270836,64,0,0,0,0,8,3,2,1,0,1,69000
41.723634,44.7631864,270830,62,0,0,0,0,10,2,3,2,0,1,68000
41.7317242,44.741659,270825,62,0,0,0,0,15,15,3,2,0,2,80000
41.7101376,44.7826763,270800,50,0,0,0,0,10,6,2,1,0,1,85000
41.6941536,44.8628574,270798,52,0,0,0,0,11,9,2,1,3,1,55000
41.7006621,44.79407339999999,270795,98,0,0,0,0,3,1,4,2,3,2,127000
41.7237252,44.7297078,270793,110,0,0,0,0,14,14,4,3,0,1,95000
41.706913,44.7571756,270763,76,0,0,0,0,8,5,2,1,0,1,103000
41.7258401,44.7489211,270753,58,0,0,0,0,16,14,1,1,0,1,73000
41.7186331,44.7805806,270750,80,0,0,0,0,10,3,3,2,0,1,100000
41.79282227405955,44.826980559839505,270739,72,0,0,0,0,13,1,3,2,0,2,52000
41.7236,44.7436801,270729,89,0,0,0,0,20,12,3,2,0,1,73000
41.739545405074516,44.74446574097239,270726,73,0,0,0,0,5,3,3,2,0,1,87500
41.7354662,44.7698799,270719,75,0,0,0,0,4,3,4,2,3,2,80000
41.79055530047,44.7536518,270716,100,0,0,0,0,12,9,3,2,0,1,70000
41.7276006,44.7189516,270714,90,0,0,0,0,9,9,3,2,0,2,110000
41.7212878,44.7298345,270713,70,0,0,0,0,16,7,2,1,0,1,80000
41.7221586,44.7509864,270702,59,0,0,0,0,14,12,2,1,0,1,95000
41.7204191,44.7786172,270699,85,0,0,0,0,24,15,3,2,3,2,115000
41.7281694,44.7723222,270684,71,0,0,0,0,16,14,2,1,0,1,90000
41.71081494044957,44.80471886904908,270673,103,0,0,0,0,2,2,4,3,4,1,99000
41.6839477,44.840231,270665,101,0,0,0,0,7,7,3,2,0,1,93000
41.7290646,44.7373528,270646,104,0,0,0,0,7,2,4,3,0,2,107000
41.698337,44.7955567,270643,92,0,0,0,0,3,1,4,3,0,1,90000
41.79842499999999,44.82406109999999,270611,45,0,0,0,0,9,6,1,1,2,1,135402
41.79842499999999,44.82406109999999,270546,39,0,0,0,0,9,1,1,1,2,1,85020
41.7864077,44.7489541,270413,64,0,0,0,0,6,2,3,2,3,1,55854
41.71720759999999,44.7825989,270394,62,0,0,0,0,14,3,2,1,0,1,80000
41.7258401,44.7489211,270364,80,0,0,0,0,16,9,3,2,3,2,85000
41.7370408,44.7178705,270358,72,0,0,0,0,5,2,3,2,0,1,70000
41.6948192,44.8144421,270353,51,0,0,0,0,11,1,3,2,3,1,56000
41.712921100463,44.7414672,270350,101,0,0,0,0,12,7,3,2,0,1,105000
41.7308638,44.7445124,270349,74,0,0,0,0,12,8,3,2,0,1,70000
41.7308638,44.7445124,270347,65,0,0,0,0,12,8,3,2,0,1,65000
41.7308638,44.7445124,270344,90,0,0,0,0,12,8,4,3,0,2,100000
41.7308638,44.7445124,270343,60,0,0,0,0,12,8,3,2,0,1,55000
41.7314592,44.8080955,270335,68,0,0,0,0,9,5,2,1,0,1,50000
41.7258401,44.7489211,263909,85,0,0,0,0,5,2,3,2,0,1,70000
41.7302213,44.7730939,263892,150,0,0,0,0,5,5,4,3,3,3,130000
41.79255530047,44.754856682440945,263880,84,0,0,0,0,9,8,3,2,0,1,82000
41.7336484,44.7669816,263879,112,0,0,0,0,8,7,5,3,0,1,87000
41.7661467,44.7762327,263862,60,0,0,0,0,8,3,2,1,0,1,45000
41.7252445,44.7562645,263857,130,0,0,0,0,12,4,3,2,0,2,145000
41.74431010000001,44.6972174,263854,122,0,0,0,0,2,0,4,3,0,2,130000
41.7274332,44.737804,263853,85,0,0,0,0,14,3,3,2,0,1,120000
41.7333065,44.74195,263850,45,0,0,0,0,5,2,2,1,0,1,65000
41.7100817,44.7310039,263822,120,0,0,0,0,9,1,5,3,0,2,95000
41.7252445,44.75746811933503,263795,83,0,0,0,0,14,11,3,2,0,1,95000
41.6725352,44.8648757,263792,100,0,0,0,0,9,2,4,3,0,1,100000
41.74974049999999,44.78553349999999,263775,62,0,0,0,0,18,9,2,1,0,1,46500
41.74974049999999,44.78553349999999,263772,79,0,0,0,0,18,5,3,2,0,1,59250
41.71963880000001,44.746084,263766,85,0,0,0,0,9,4,3,2,0,1,111000
41.71924158073565,44.80302929878235,263748,72,0,0,0,0,21,10,3,2,3,1,68000
41.7868214,44.7575408,263747,48,0,0,0,0,9,9,2,1,0,1,40400
41.7333065,44.74195,263735,50,0,0,0,0,12,7,1,1,0,1,43180
41.7333065,44.74195,263734,37,0,0,0,0,8,5,1,1,0,1,29600
41.7207403,44.7091564,263732,60,0,0,0,0,5,4,2,1,0,1,65000
41.71304800486051,44.75160604603273,263713,75,0,0,0,0,8,8,3,2,0,1,70000
41.7310707,44.7605713,263658,55,0,0,0,0,8,5,2,1,0,1,76000
41.6906682,44.8790216,263656,80,0,0,0,0,12,3,3,2,2,2,68000
41.6763813,44.8892412,263611,100,0,0,0,0,5,1,4,0,0,1,60000
41.7354662,44.771083710870535,263605,41,0,0,0,0,15,13,2,1,0,1,54000
41.7430987,44.7898637,263559,155,0,0,0,0,8,2,4,3,0,1,135000
41.7207921,44.7086281,263529,67,0,0,0,0,5,4,3,2,0,1,77000
41.6811787,44.838147,263517,70,0,0,0,0,1,1,5,0,0,0,53000
41.72849,44.7865906,263514,113,0,0,0,0,17,3,4,3,3,1,135000
41.6988885,44.7973688,263324,84,0,0,0,0,2,2,5,0,0,1,78000
41.7106732,44.727452,263272,42,0,0,0,0,20,3,2,1,0,1,42000
41.7249423,44.7270753,263270,65,0,0,0,0,5,3,3,1,0,1,75000
41.7207921,44.7086281,263268,54,0,0,0,0,22,14,2,1,0,1,62000
41.7131432,44.7143903,263257,104,0,0,0,0,10,9,3,2,0,1,145000
41.7109105,44.758644,263255,62,0,0,0,0,19,7,2,1,0,1,129000
41.7109105,44.758644,263253,85,0,0,0,0,10,9,3,2,0,1,117000
41.7131432,44.7143903,263252,67,0,0,0,0,14,13,2,1,0,1,100000
41.703706,44.77245610000001,263244,65,0,0,0,0,7,2,3,2,0,1,78000
41.7258401,44.7489211,263185,65,0,0,0,0,15,5,2,1,3,1,91000
41.7152278,44.7603149,263142,107,0,0,0,0,9,1,3,2,0,2,117000
41.6870461,44.8345615,263137,77,0,0,0,0,4,1,3,0,0,1,110211
41.7363448,44.7243015,263119,55,0,0,0,0,12,5,2,1,3,1,65000
41.7041998,44.7755679,263113,112,0,0,0,0,11,10,3,2,0,1,120000
41.79273488485735,44.75229256412354,263107,40,0,0,0,0,8,7,2,1,2,1,40000
41.7150316,44.7809157,263079,90,0,0,0,0,9,1,4,2,0,2,110000
41.7957822,44.7497488,263068,52,0,0,0,0,5,5,2,1,0,1,42000
41.7333065,44.74195,263035,100,0,0,0,0,12,11,3,2,0,1,115000
41.7800847,44.7816173,263029,59,0,0,0,0,2,1,2,1,0,1,50000
41.687782946892995,44.891895467139605,263022,42,0,0,0,0,9,8,2,1,2,1,35000
41.724898,44.7135645,262963,100,0,0,0,0,9,1,4,0,4,1,80000
41.7761338,44.7552884,262955,48,0,0,0,0,15,7,2,1,0,1,43000
41.7922006,44.7553182,262954,50,0,0,0,0,13,13,2,1,0,1,40000
41.6725352,44.8648757,262952,51,0,0,0,0,26,3,2,1,3,1,39000
41.7207753,44.79709889999999,262947,73,0,0,0,0,2,2,3,2,0,1,65700
41.6903067,44.866976,262929,100,0,0,0,0,9,8,4,3,2,1,55000
41.787743,44.7513949,262925,54,0,0,0,0,10,7,2,1,3,1,48600
41.791975,44.75521839999999,262924,62,0,0,0,0,8,6,2,0,0,0,42000
41.73847639999999,44.79210999999999,262916,72,0,0,0,0,11,10,3,2,0,1,72000
41.71938850000001,44.7156111,262885,92,0,0,0,0,18,4,3,2,0,1,115000
41.78778680000001,44.76088919999999,262805,87,0,0,0,0,12,6,3,2,3,1,78000
41.7363448,44.7243015,262715,58,0,0,0,0,16,1,1,1,4,1,35000
41.6800761,44.8277401,262687,49,0,0,0,0,9,9,2,1,3,1,53000
41.7107385,44.7821349,262684,38,0,0,0,0,10,1,2,1,0,1,50000
41.7083757,44.7954427,262545,60,0,0,0,0,3,1,2,1,0,1,55000
41.77421700000001,44.757183988360595,262542,94,0,0,0,0,6,2,3,2,3,1,83000
41.7236495,44.7165281,262528,78,0,0,0,0,6,3,3,2,3,1,98000
41.79266459999999,44.7646415,262340,61,0,0,0,0,15,9,2,1,0,1,42000
41.7525742,44.7696027,262337,103,0,0,0,0,25,20,3,2,0,2,85000
41.7922436,44.75532080000001,262317,57,0,0,0,0,13,2,3,2,0,1,57000
41.78679899999999,44.7668664,262309,70,0,0,0,0,14,13,3,2,0,1,120000
41.8038051,44.8240395,262301,39,0,0,0,0,9,1,1,1,0,1,28000
41.7289886,44.7331307,262299,40,0,0,0,0,9,7,1,1,2,1,110211
41.753702,44.757978,262298,101,0,0,0,0,10,3,3,2,0,2,92000
41.7131432,44.71559369270762,262286,85,0,0,0,0,12,9,3,2,0,1,93000
41.704227,44.78638360000001,262283,65,0,0,0,0,3,2,3,2,3,1,143000
41.7327013,44.7690033,262241,120,0,0,0,0,9,2,4,3,0,2,120000
41.6980195,44.7933219,262226,32,0,0,0,0,3,2,1,1,0,1,35000
41.78897389999999,44.7572905,262206,69,0,0,0,0,10,8,2,1,0,1,68500
41.6996349,44.8100792,262203,65,0,0,0,0,3,3,3,2,0,1,70000
41.7131432,44.71559369270762,262127,76,0,0,0,0,19,4,3,2,0,1,85000
41.788038,44.7490029,262091,55,0,0,0,0,12,9,2,1,0,1,50000
41.7954091,44.7593272,262071,100,0,0,0,0,15,12,4,3,0,2,85000
41.6924658,44.816785,262067,70,0,0,0,0,4,3,2,1,0,1,120000
41.791931174350324,44.812811077432265,262063,49,0,0,0,0,12,9,2,1,0,1,43500
41.7764625,44.8052888,262060,69,0,0,0,0,17,17,3,2,0,1,56500
41.7211872,44.77725419999999,262049,50,0,0,0,0,6,6,2,1,0,1,33000
41.7274332,44.737804,262046,82,0,0,0,0,15,12,3,2,3,1,107000
41.7337038,44.79695539999999,262044,50,0,0,0,0,12,12,2,1,0,1,67000
41.7026487,44.7720699,262042,55,0,0,0,0,12,4,2,1,0,1,60000
41.6912821,44.7970735,262040,60,0,0,0,0,1,1,3,2,0,1,88000
41.7173574,44.7645248,262037,110,0,0,0,0,9,5,4,3,0,2,95000
41.7156214,44.7680589,262031,175,0,0,0,0,18,17,3,2,0,1,110000
41.7333065,44.74195,262020,60,0,0,0,0,20,12,2,1,0,1,90200
41.7079155,44.8028652,262016,105,0,0,0,0,3,3,4,3,0,0,85000
41.71963880000001,44.746084,262012,103,0,0,0,0,5,5,3,2,0,1,102000
41.7525742,44.7696027,262002,50,0,0,0,0,9,1,1,1,0,1,28000
41.733501,44.7860602,262001,84,0,0,0,0,10,10,3,2,0,1,87000
41.7366391,44.7824675,262000,76,0,0,0,0,9,3,3,2,0,2,85000
41.6964103,44.8568749,261998,54,0,0,0,0,9,4,2,1,0,1,37000
41.710628,44.72879,261991,118,0,0,0,0,16,11,3,2,0,1,81500
41.7198309,44.70546929999999,261990,112,0,0,0,0,6,5,4,2,0,1,135000
41.783721,44.7653374,261986,57,0,0,0,0,9,5,3,2,0,1,53000
41.6903848,44.8038742,261982,64,0,0,0,0,3,1,2,1,0,1,110000
41.6811045,44.8219496,261981,51,0,0,0,0,9,4,2,1,0,1,65000
41.7048903,44.7811562,261950,60,0,0,0,0,9,2,2,1,0,2,58000
41.6901079,44.8146379,261940,40,0,0,0,0,3,2,2,1,0,1,58000
41.707452606263054,44.737287942776746,261938,80,0,0,0,0,12,5,2,1,0,1,145000
41.7363448,44.7243015,261932,87,0,0,0,0,16,2,3,2,0,1,63000
41.7345109,44.7851132,261930,75,0,0,0,0,15,7,3,2,0,1,63000
41.7301549,44.7978143,261926,117,0,0,0,0,8,3,4,3,0,1,87000
41.7243643,44.7657172,261915,116,0,0,0,0,9,2,5,3,0,1,110000
41.7104994,44.8122291,261909,150,0,0,0,0,1,0,8,5,0,2,74500
41.7104994,44.8122291,261907,75,0,0,0,0,1,1,4,3,3,1,48500
41.7340251,44.7838193,261885,70,0,0,0,0,8,3,3,2,0,1,63000
41.81977990000001,44.81948838908847,261835,40,0,0,0,0,1,0,2,1,0,1,99190
41.7289886,44.7331307,261758,120,0,0,0,0,9,3,4,3,0,2,85000
41.68789859999999,44.8704017,261745,71,0,0,0,0,16,6,3,2,0,0,60000
41.6839477,44.840231,261741,109,0,0,0,0,10,5,4,3,0,2,110000
41.6956684,44.8611179,261740,45,0,0,0,0,18,18,2,1,0,0,36000
41.6924231,44.8733741,261738,76,0,0,0,0,15,10,4,3,0,1,57000
41.7525742,44.7696027,261659,60,0,0,0,0,10,3,2,0,0,0,72000
41.79814409999999,44.7708805,261654,60,0,0,0,0,15,7,2,1,3,1,65000
41.7202868,44.74302085294553,261652,55,0,0,0,0,22,3,1,1,2,1,90000
41.7428749,44.7745371,261428,100,0,0,0,0,16,14,4,2,0,2,85000
41.7258401,44.750124730492736,261427,118,0,0,0,0,8,7,4,3,0,1,82000
41.72573903642597,44.731973646125454,261426,93,0,0,0,0,5,2,3,2,0,1,69000
41.71963880000001,44.746084,261425,112,0,0,0,0,10,8,4,3,0,1,115000
41.79227175998817,44.810706108619065,261414,95,0,0,0,0,12,1,1,0,4,0,66500
41.72126173517827,44.74570702922897,261366,84,0,0,0,0,14,2,3,2,0,1,79000
41.7236,44.7436801,261356,84,2,0,0,0,14,2,3,2,0,2,79000
41.7908848,44.7648869,261354,76,0,0,0,0,17,13,3,2,3,1,67000
41.7226352,44.7697317,261348,94,0,0,0,0,9,6,2,1,3,1,90000
41.7855039641276,44.801282804275814,261318,130,0,0,0,0,12,6,5,3,3,1,143000
41.7104283,44.7764646,261201,69,0,0,0,0,10,2,2,1,0,1,135000
41.7924326,44.7403179,261171,84,1,1,1,0,10,2,3,2,0,1,67000
41.7169537,44.7702681,261146,57,0,0,0,0,9,2,2,1,0,1,60000
41.7131432,44.71559369270762,261139,84,0,0,0,0,9,2,2,1,0,1,70000
41.7908899,44.74043040000001,261125,50,0,0,0,0,8,8,2,1,0,1,51000
41.793205642772236,44.81241411049806,261092,100,0,0,0,0,16,15,4,3,0,2,55000
41.73248230000001,44.73688,261090,65,0,0,0,0,8,4,3,2,0,1,64200
41.7279669,44.7284077,261089,95,0,0,0,0,9,7,4,3,0,1,80000
41.7906728,44.754928,261077,85,0,0,0,0,9,8,3,2,2,1,85000
41.72849,44.7865906,261073,105,0,0,0,0,9,8,4,3,0,2,95000
41.7031601,44.8852122,261017,76,1,0,0,0,8,8,3,2,3,1,39500
41.7202868,44.7406138,261000,56,3,0,0,0,10,3,2,1,0,1,60000
41.7104298,44.7766872,260979,51,0,0,0,0,10,10,2,1,3,1,57000
41.71201994065822,44.87947762012482,260940,50,0,0,0,0,9,9,2,1,2,1,45000
41.7559624,44.7728526,260858,65,0,0,0,0,9,9,3,2,0,1,52500
41.7144106,44.8007709,260844,32,0,0,0,0,3,1,1,1,0,1,32000
41.79321482284973,44.733713485268105,260812,110,0,0,0,0,2,0,4,2,2,1,65000
41.7178943,44.7317791,260793,72,0,0,0,0,8,2,3,2,0,1,87200
41.7178943,44.7317791,260791,71,0,0,0,0,8,2,3,2,0,1,88200
41.7274332,44.737804,260787,60,0,0,0,0,8,2,2,1,0,1,75200
41.7178943,44.7317791,260786,70,0,0,0,0,8,7,2,1,0,1,86900
41.7178943,44.7317791,260784,55,0,0,0,0,8,2,2,1,0,1,65900
41.67770904935226,44.83024540539445,260779,59,0,0,0,0,14,2,2,1,0,1,39500
41.7938051,44.8059352,260778,77,0,0,0,0,13,9,3,2,0,1,55000
41.7852851,44.8225249,260777,43,0,0,0,0,8,4,2,1,0,1,30100
41.78679899999999,44.7668664,260775,90,0,0,0,0,9,5,4,3,0,1,64000
41.69292069999999,44.8745446,260772,62,0,0,0,0,9,6,3,2,0,1,55000
41.6706207,44.8816765,260766,85,0,0,0,0,12,2,3,2,0,1,62000
41.7925366,44.7697726,260763,177,0,0,0,0,4,3,5,3,0,0,88500
41.7233563,44.772588,260760,65,0,0,0,0,4,3,2,1,0,1,65000
41.7943848,44.8213708,260759,74,0,0,0,0,12,3,3,2,0,1,47700
41.6862697,44.8291352,260758,138,0,0,0,0,22,17,3,2,0,1,129000
41.7923665,44.8134344,260756,58,0,0,0,0,11,11,1,1,0,1,55000
41.7251139,44.7711543,260755,100,0,0,0,0,9,4,4,3,0,1,115000
41.802977,44.81998230000001,260750,72,0,0,0,0,8,7,2,1,0,1,51000
41.7146374,44.8027333,260748,100,0,0,0,0,9,3,4,3,0,2,85000
41.7279669,44.7284077,260747,101,0,0,0,0,9,2,4,2,0,1,125000
41.7120181,44.87948249999999,260745,108,0,0,0,0,9,2,4,3,0,2,74510
41.7942241,44.7564157,260744,95,0,0,0,0,11,6,3,2,0,2,68000
41.801126,44.8294641,260741,57,0,0,0,0,16,3,2,1,0,1,42000
41.6925435,44.7994318,260738,45,0,0,0,0,4,2,2,1,0,1,100000
41.6986768,44.69873492197013,260735,110,0,0,0,0,2,2,3,1,0,2,77000
41.6835825,44.8228496,260734,65,0,0,0,0,4,2,3,2,0,1,65000
41.6766402,44.8311442,260727,60,0,0,0,0,14,5,3,2,0,1,45000
41.7559624,44.7728526,260723,97,0,0,0,0,5,1,4,3,0,1,80000
41.7924326,44.7403179,260666,54,0,0,0,0,11,5,2,1,0,1,35500
41.67142459999999,44.8352151,260658,119,0,0,0,0,17,1,4,2,0,1,89300
41.78679899999999,44.7668664,260649,86,0,0,0,0,5,1,3,0,0,1,35000
41.78421637707786,44.7625121274058,260640,70,0,0,0,0,7,6,3,2,0,1,49000
41.6725352,44.8648757,260639,50,0,0,0,0,13,10,2,1,0,1,32200
41.7922006,44.7553182,260637,55,0,0,0,0,12,5,2,1,0,1,55000
41.8009582,44.8110278,260625,52,0,0,0,0,6,1,2,1,0,1,29000
41.7940331,44.8077986,260621,62,0,0,0,0,4,4,2,1,0,1,70000
41.7179807,44.7811526,260568,85,0,0,0,0,22,11,3,2,0,1,93500
41.7274332,44.737804,260567,67,0,0,0,0,10,7,3,2,0,1,72000
41.7107385,44.7821349,260544,40,0,0,0,0,2,2,2,1,0,1,62000
41.7782426,44.781728,260542,113,0,0,0,0,24,17,4,3,0,1,117000
41.7786858,44.7991242,260536,55,0,0,0,0,4,2,2,1,0,1,38500
41.7162348,44.7759285,260535,137,0,0,0,0,11,5,4,3,3,1,130000
41.7728316,44.740307,260497,118,0,0,0,0,2,0,5,3,0,1,140000
41.7266334,44.7738989,260389,62,1,0,0,0,21,6,3,2,0,1,55000
41.7576805,44.7663875,260371,56,0,0,0,0,6,5,2,1,3,1,44800
41.7669963,44.7618918,260345,90,0,0,0,0,12,3,4,2,0,1,70000
41.7215446,44.7756151,260342,147,0,0,0,0,5,5,5,4,0,2,125000
41.7266334,44.7738989,260321,115,0,0,0,0,16,8,3,2,0,1,133000
41.7252445,44.7562645,260285,82,0,0,0,0,14,5,2,1,0,1,109000
41.7224173,44.7395964,260265,130,0,0,0,0,8,3,3,2,0,1,132000
41.7258401,44.7489211,260262,110,0,0,0,0,5,2,3,2,0,1,125000
41.7189634,44.7783731,260259,70,0,0,0,0,23,11,3,2,0,1,119000
41.7223179,44.7509589,260252,90,0,0,0,0,3,2,3,2,0,1,113000
41.7207921,44.7086281,260251,91,0,0,0,0,18,13,3,2,0,1,110000
41.6891979,44.8016493,260248,100,0,0,0,0,12,2,3,2,0,1,100000
41.7233563,44.772588,260245,97,0,0,0,0,5,3,3,2,0,1,97000
41.7258401,44.7489211,260238,98,0,0,0,0,10,4,2,1,0,1,95000
41.7207921,44.7086281,260236,90,0,0,0,0,18,14,3,2,0,1,87000
41.7212295,44.7627305,260235,85,0,0,0,0,14,2,3,2,0,1,85000
41.7207921,44.7086281,260232,74,0,0,0,0,8,2,3,2,0,1,80000
41.7179807,44.7811526,260230,65,0,0,0,0,18,11,3,2,0,1,74000
41.7317012,44.7477758,260229,76,0,0,0,0,15,15,3,2,0,1,72000
41.7207921,44.7086281,260228,52,0,0,0,0,14,5,3,2,0,1,69500
41.7317012,44.7477758,260226,74,0,0,0,0,15,1,3,2,0,1,67000
41.7274332,44.737804,260221,63,0,0,0,0,10,10,3,2,0,1,61000
41.7354662,44.7698799,260143,76,0,0,0,0,16,5,3,2,0,1,90000
41.70862,44.7672594,260096,86,0,0,0,0,5,5,3,2,0,1,145000
41.7025581,44.7715719,260092,84,0,0,0,0,7,1,3,2,0,1,125000
41.7131432,44.7143903,260069,55,0,0,0,0,12,11,2,1,0,1,56000
41.686918,45.00107939999999,260023,65,0,0,0,0,5,3,2,1,0,1,22000
41.7144893,44.7991119,260012,35,0,0,0,0,2,1,2,1,0,1,30000
41.7942241,44.75762061381124,259989,109,0,0,0,0,16,6,4,3,0,1,65000
41.7906728,44.754928,259981,69,0,0,0,0,9,8,3,2,0,1,56000
41.788707,44.7591671,259972,65,0,0,0,0,9,5,3,2,0,1,62500
41.79474984194246,44.82517342394546,259955,105,0,0,0,0,9,2,5,3,0,1,87000
41.7338587,44.7703486,259954,75,0,0,0,0,8,3,2,1,0,1,71000
41.7430987,44.7898637,259881,100,0,0,0,0,12,10,3,2,0,2,100000
41.69429299999999,44.7971046,259877,47,0,0,0,0,9,3,2,1,3,1,98700
41.7131432,44.7143903,259871,112,0,0,0,0,9,7,3,2,0,1,118000
41.7113256,44.7960092,259842,110,0,0,0,0,4,3,4,3,0,1,119000
41.8284132,44.8032439,259820,80,0,0,0,0,8,1,3,2,0,1,72000
41.7272494,44.7624448,259652,124,0,0,0,0,6,3,5,3,2,2,85000
41.72259589999999,44.7617541,259594,150,0,0,0,0,9,6,5,4,0,2,110000
41.7105144,44.8625224,259589,75,0,0,0,0,10,1,3,2,0,2,50000
41.70706078515104,44.79705316880471,259458,105,1,1,1,0,2,2,4,2,3,1,105000
41.7137864,44.8127494,259217,141,0,0,0,0,1,0,5,0,0,0,70000
41.747402,44.77128510000001,259203,59,0,0,0,0,16,14,2,1,3,1,51000
41.73159620000001,44.7530252,259175,125,0,0,0,0,12,6,4,3,0,2,140000
41.7288554,44.737523,259162,48,0,0,0,0,8,7,2,1,3,1,49500
41.72802679999999,44.7479153,259020,51,0,0,0,0,5,5,2,1,2,1,45000
41.7317012,44.7477758,258977,96,0,0,0,0,5,3,3,2,0,2,78000
41.7109105,44.758644,258966,64,0,0,0,0,12,1,2,0,0,1,81125
41.7131432,44.7143903,258890,145,0,0,0,0,9,4,6,4,0,2,125000
41.7131432,44.7143903,258889,104,0,0,0,0,9,4,4,3,0,1,119000
41.7109105,44.758644,258886,75,0,0,0,0,14,9,3,2,0,1,97000
41.7131432,44.7143903,258883,67,0,0,0,0,15,15,2,1,0,1,85000
41.7025581,44.7715719,258882,54,0,0,0,0,13,4,2,1,0,1,80000
41.6940635,44.8525954,258880,120,0,0,0,0,2,0,5,4,0,3,90000
41.70687789999999,44.7964391,258875,105,0,0,0,0,2,2,4,0,3,0,105000
41.7114072,44.7822475,258874,95,0,0,0,0,4,4,2,1,0,1,132000
41.7189634,44.7783731,258872,78,0,0,0,0,5,5,2,1,0,1,82000
41.7031601,44.8852122,258846,76,3,0,0,0,8,8,3,2,3,1,40000
41.7950209,44.8251939,258682,50,0,0,0,0,14,6,2,1,0,1,45000
41.6919221,44.8485035,258612,150,0,0,0,0,1,0,5,4,0,2,100000
41.67204470000001,44.8353217,258585,63,0,0,0,0,17,16,2,1,0,1,72000
41.70310309357602,44.80440613115698,258543,53,0,0,0,0,3,3,2,1,4,1,67045
41.7258401,44.7489211,258449,82,1,0,0,0,8,1,3,2,0,1,70000
41.66639079999999,44.7195513,258435,138,3,0,0,0,2,0,4,3,3,2,125000
41.7504768,44.7862521,258399,80,0,0,0,0,12,4,3,2,0,1,88500
41.7271217,44.7647406,258390,151,0,0,0,0,5,3,5,3,0,1,129000
41.7939285,44.7316091,258388,190,0,0,0,0,2,0,5,4,3,2,75000
41.785076,44.7523549,258286,52,0,0,0,0,5,5,1,1,0,1,40000
41.785076,44.7523549,258284,65,1,1,1,0,5,3,3,2,0,1,51500
41.7957822,44.7497488,258282,82,1,1,1,0,11,3,3,2,0,1,78000
41.7924326,44.7403179,258278,50,1,1,1,0,11,4,2,1,0,1,38500
41.7924326,44.7403179,258274,50,0,0,0,0,13,4,3,2,0,1,43000
41.788038,44.7490029,258268,80,1,1,1,0,9,4,3,2,0,1,62000
41.7922006,44.7553182,258208,53,1,1,1,0,8,6,2,1,0,1,39000
41.7922006,44.7553182,258196,78,1,1,1,0,16,5,3,2,0,1,58000
41.6901452,44.8233997,258186,117,0,0,0,0,5,2,4,3,3,1,145000
41.6759938,44.9028746,258095,70,0,0,0,0,5,5,3,2,3,1,33000
41.7160814,44.7653443,258085,37,0,0,0,0,11,1,1,0,0,0,34000
41.7134455,44.803724,258084,105,0,0,0,0,3,3,6,4,4,3,75000
41.7753973,44.7748357,257993,62,0,0,0,0,16,9,3,2,3,1,59033
41.7274598,44.787861,257975,81,0,0,0,0,15,5,3,2,0,1,90000
41.7131432,44.71559369270762,257969,80,0,0,0,0,9,7,3,2,0,1,85000
41.7212878,44.7298345,257936,75,0,0,0,0,5,5,3,2,0,1,54000
41.7131432,44.7143903,257928,108,0,0,0,0,10,3,4,3,0,1,118000
41.7323341,44.7317711,257838,58,0,0,0,0,17,15,2,1,3,1,39440
41.7330653,44.8091528,257834,142,0,0,0,0,2,0,7,4,0,2,83000
41.744212,44.7190421,257829,144,0,0,0,0,7,7,4,3,0,2,132000
41.7317242,44.741659,257827,95,0,0,0,0,6,5,3,2,0,1,115000
41.7317012,44.7477758,257823,82,0,0,0,0,9,3,3,2,0,1,86100
41.7285845,44.737004,257818,68,0,0,0,0,7,2,2,1,0,1,72000
41.7173265,44.7171429,257752,59,0,0,0,0,8,7,2,1,3,1,80000
41.7207921,44.7086281,257728,92,0,0,0,0,14,11,3,2,0,2,122000
41.7878199,44.7526893,257702,70,0,0,0,0,10,5,3,2,0,1,15000
41.6720944,44.8579101,257694,45,0,0,0,0,23,23,2,1,0,1,33000
41.7285405,44.8006247,257666,72,0,0,0,0,2,0,3,1,0,1,49000
41.7647062,44.7768644,257652,68,0,0,0,0,14,8,2,1,0,1,48000
41.7236,44.7436801,257527,160,0,0,0,0,20,1,3,2,0,1,125000
41.7236,44.7436801,257526,85,0,0,0,0,20,1,3,2,0,1,115000
41.7189634,44.7783731,257524,96,0,0,0,0,10,8,4,3,0,1,110000
41.7221586,44.7509864,257520,59,0,0,0,0,14,12,2,1,0,1,100000
41.723634,44.7631864,257519,96,0,0,0,0,6,4,3,2,0,1,99000
41.7233277,44.7415423,257517,70,0,0,0,0,14,3,3,2,0,1,90000
41.7333065,44.74195,257514,80,0,0,0,0,12,8,3,2,0,1,85000
41.7223179,44.7509589,257511,58,0,0,0,0,13,3,2,1,0,1,82000
